Therapy	Sample	Response	Cancer types	Datasets	Alias
5-FLUOROURACIL	COLO-205	0.32553481564655495	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	COLO-320-HSR	0.0657101021830916	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	COLO-678	0.0222326140117739	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	COLO-824	0.0448796413236998	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	COLO-829	-0.0398535350027036	SKCM	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	CW-2	0.165955515458544	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	CaR-1	-0.0480364785969667	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	Calu-6	0.0384213765082288	LUAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	DAN-G	0.171454718514572	PAAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	DU-4475	0.130114104795543	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	Daoy	0.0461869263218753	MB	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	Detroit562	-0.0140708165512121	HNSC	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	EC-GI-10	0.0533367234333602	ESCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	EFM-19	0.13312941810328302	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	EFM-192A	0.0042951362373203	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	ETK-1	0.0462095565740829	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	EVSA-T	0.0448988668005245	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	GCT	0.0884675021987733	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	GP5d	0.072352154180787	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC-78	0.207738156383115	LUAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1143	0.0286236843238329	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1187	-0.0582997975207436	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1395	0.0365255598609312	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1419	0.0708504981338718	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1428	0.0353164840169459	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1500	0.0946195349499495	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1569	0.11580402711031401	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1599	0.0242131727654927	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1806	0.0911935470787004	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1937	0.0355699225505724	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC1954	0.00377573595538824	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC202	-0.0249302613523308	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC2157	0.0233383660310907	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC2218	0.0683839807616216	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC2998	0.361032002715058	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC38	0.13483190525871602	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCC70	0.0402537686986601	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCT-116	0.0960456077595395	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HCT-15	0.145413529209981	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HDQ-P1	0.0668191433953478	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HLE	0.0249879816375978	LIHC	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HT-115	0.0719959681747809	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HT-29	0.107956452783937	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HT55	0.169255393079741	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	Hs-578-T	0.104869290045193	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	HuTu-80	0.0513878546626833	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	JIMT-1	-0.0199620275394786	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	KM12	0.281976661409215	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	KYSE-410	0.0956294458804768	ESCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	LP-1	-0.075157450706872	MM	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	LS-1034	0.0838720866198229	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	LS-123	-0.0319640020487642	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	LS-180	-0.034168641002377	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	LS-411N	0.0711665828982763	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	LS-513	0.28538904868624704	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	LoVo	0.27202466858117896	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MCF7	0.0836629858438286	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-157	0.218168480554824	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-231	0.0286431833963816	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-330	0.079457376427953	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-361	0.0491910308568313	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-415	0.0301067953555199	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-436	0.0942343813296034	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-453	0.22487419482561896	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDA-MB-468	0.0634541774636524	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MDST8	0.086064798900963	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MFM-223	0.0236176481600946	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MOLT-4	0.0549051163432569	ALL	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	MRK-nu-1	0.12737891534026902	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NCI-H1781	0.0485310050472769	LUAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NCI-H211	0.017592755248192003	SCLC	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NCI-H2369	0.0039061359660352295	MESO	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NCI-H2373	0.0500396829687109	MESO	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NCI-H661	-0.0297999623082462	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NCI-H716	-0.00602391836612978	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NCI-H747	0.144456615229893	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	NUGC-3	0.13615396947227001	STAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	OCI-AML3	0.32263189814089505	LAML	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	OCUB-M	0.0908837500870107	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	OCUM-1	0.15087149256281798	STAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	PANC-02-03	0.20728353971213698	PAAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	PC-14	0.0798167312787444	LUAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	RCM-1	0.112201977938209	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	RKO	0.253533734484565	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SK-CO-1	0.138696202373833	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SNU-1040	0.0432050948922939	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SNU-175	0.11584194247586399	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SNU-407	0.176281115929299	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SNU-81	0.123644766506354	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SNU-C1	0.115790115173025	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SNU-C2B	0.159084409457009	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SNU-C5	0.17725802581204395	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	ST486	0.0172087925259426	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SW1116	-0.00608602701836683	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SW1417	0.0723664745861854	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SW1463	0.0115691508797682	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SW48	0.0625274869790906	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SW620	0.0345032736209309	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SW837	0.14027872313438597	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	SW948	0.145393003001334	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	T47D	0.0983181468419724	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	T84	0.0758275878255529	COREAD	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	TC-71	-0.0576623381981138	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	TE-4	0.042532018893698995	ESCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	U-2-OS	0.0301042020789765	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	UACC-812	0.240619131848458	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	UACC-893	0.00810241248419775	BRCA	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	VA-ES-BJ	0.126776481715801	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	WIL2-NS	-0.0735232859390564	UNCLASSIFIED	GDSC2	5-FLUOROURACIL
5-FLUOROURACIL	ZR-75-30	0.0032518672935740803	BRCA	GDSC2	5-FLUOROURACIL
AFATINIB	AU565	0.590189114773798	BRCA	GDSC2	AFATINIB
AFATINIB	BT-20	0.153119087836475	BRCA	GDSC2	AFATINIB
AFATINIB	BT-474	0.5435463385410121	BRCA	GDSC2	AFATINIB
AFATINIB	BT-483	0.154805605238696	BRCA	GDSC2	AFATINIB
AFATINIB	BT-549	0.326899796500415	BRCA	GDSC2	AFATINIB
AFATINIB	C2BBe1	0.34594967195126697	COREAD	GDSC2	AFATINIB
AFATINIB	CAL-120	0.10163081139894199	BRCA	GDSC2	AFATINIB
AFATINIB	CAL-148	0.21443662801522	BRCA	GDSC2	AFATINIB
AFATINIB	CAL-51	0.030056655240707	BRCA	GDSC2	AFATINIB
AFATINIB	CAL-85-1	0.024204929084258	BRCA	GDSC2	AFATINIB
AFATINIB	CAMA-1	0.0361569321029793	BRCA	GDSC2	AFATINIB
AFATINIB	CCK-81	0.755389929726241	COREAD	GDSC2	AFATINIB
AFATINIB	CL-11	0.262088604849187	COREAD	GDSC2	AFATINIB
AFATINIB	CL-34	0.482352335515016	COREAD	GDSC2	AFATINIB
AFATINIB	CL-40	0.360907549172251	COREAD	GDSC2	AFATINIB
AFATINIB	COLO-205	0.468613211219242	COREAD	GDSC2	AFATINIB
AFATINIB	COLO-320-HSR	0.16207939581920097	COREAD	GDSC2	AFATINIB
AFATINIB	COLO-678	0.26758824451008106	COREAD	GDSC2	AFATINIB
AFATINIB	COLO-824	0.356711347854549	BRCA	GDSC2	AFATINIB
AFATINIB	CW-2	0.603506369006765	COREAD	GDSC2	AFATINIB
AFATINIB	CaR-1	0.25352917243266104	COREAD	GDSC2	AFATINIB
AFATINIB	DU-4475	0.145270635458116	BRCA	GDSC2	AFATINIB
AFATINIB	EFM-19	0.23360532530890302	BRCA	GDSC2	AFATINIB
AFATINIB	EFM-192A	0.35453366447656104	BRCA	GDSC2	AFATINIB
AFATINIB	EVSA-T	0.18685773392371902	BRCA	GDSC2	AFATINIB
AFATINIB	GP5d	0.46199596514754293	COREAD	GDSC2	AFATINIB
AFATINIB	HCC1143	0.253081569309897	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1187	0.0804041875462105	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1395	0.25488445731537	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1428	0.15600453503660097	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1500	0.27691660699440196	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1569	0.32862633353367	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1599	0.16818122245976	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1806	0.43583740862101006	UNCLASSIFIED	GDSC2	AFATINIB
AFATINIB	HCC1937	0.22061711022044603	BRCA	GDSC2	AFATINIB
AFATINIB	HCC1954	0.18309746650880898	BRCA	GDSC2	AFATINIB
AFATINIB	HCC2157	0.381634061636773	BRCA	GDSC2	AFATINIB
AFATINIB	HCC2218	0.641675531611561	BRCA	GDSC2	AFATINIB
AFATINIB	HCC2998	0.545154243787465	COREAD	GDSC2	AFATINIB
AFATINIB	HCC38	0.141854015310104	BRCA	GDSC2	AFATINIB
AFATINIB	HCC70	0.0210548377189998	BRCA	GDSC2	AFATINIB
AFATINIB	HCT-116	0.4963930966622321	COREAD	GDSC2	AFATINIB
AFATINIB	HCT-15	0.380666801339617	COREAD	GDSC2	AFATINIB
AFATINIB	HDQ-P1	0.383215203129427	BRCA	GDSC2	AFATINIB
AFATINIB	HT-115	0.5842716690102161	COREAD	GDSC2	AFATINIB
AFATINIB	HT-29	0.263104001729936	COREAD	GDSC2	AFATINIB
AFATINIB	HT55	0.587847890677576	COREAD	GDSC2	AFATINIB
AFATINIB	Hs-578-T	0.27751046867206297	BRCA	GDSC2	AFATINIB
AFATINIB	JIMT-1	0.18814216805861	BRCA	GDSC2	AFATINIB
AFATINIB	KM12	0.419926390114971	COREAD	GDSC2	AFATINIB
AFATINIB	LS-1034	0.348927661569383	COREAD	GDSC2	AFATINIB
AFATINIB	LS-123	0.4504366718779871	COREAD	GDSC2	AFATINIB
AFATINIB	LS-180	0.41571652209367893	COREAD	GDSC2	AFATINIB
AFATINIB	LS-411N	0.41967048787415995	COREAD	GDSC2	AFATINIB
AFATINIB	LS-513	0.655357565511443	COREAD	GDSC2	AFATINIB
AFATINIB	LoVo	0.453442359122805	COREAD	GDSC2	AFATINIB
AFATINIB	MCF7	0.0509582837061937	BRCA	GDSC2	AFATINIB
AFATINIB	MDA-MB-157	0.0347362412506251	BRCA	GDSC2	AFATINIB
AFATINIB	MDA-MB-231	0.207629228492459	BRCA	GDSC2	AFATINIB
AFATINIB	MDA-MB-361	0.42912493640068206	BRCA	GDSC2	AFATINIB
AFATINIB	MDA-MB-415	0.126401040979261	BRCA	GDSC2	AFATINIB
AFATINIB	MDA-MB-436	0.0685637571221281	BRCA	GDSC2	AFATINIB
AFATINIB	MDA-MB-453	0.27780236654122	BRCA	GDSC2	AFATINIB
AFATINIB	MDA-MB-468	0.361118267281853	BRCA	GDSC2	AFATINIB
AFATINIB	MDST8	0.424343557645222	COREAD	GDSC2	AFATINIB
AFATINIB	MFM-223	0.178159099038271	BRCA	GDSC2	AFATINIB
AFATINIB	MRK-nu-1	0.24745580210049897	BRCA	GDSC2	AFATINIB
AFATINIB	NCI-H716	0.31772345741299896	COREAD	GDSC2	AFATINIB
AFATINIB	NCI-H747	0.555274649959001	COREAD	GDSC2	AFATINIB
AFATINIB	OCUB-M	0.636169657449935	BRCA	GDSC2	AFATINIB
AFATINIB	RCM-1	0.48786438399341503	COREAD	GDSC2	AFATINIB
AFATINIB	RKO	0.399028005181868	COREAD	GDSC2	AFATINIB
AFATINIB	SK-CO-1	0.47869514800270707	COREAD	GDSC2	AFATINIB
AFATINIB	SNU-1040	0.391024690580461	COREAD	GDSC2	AFATINIB
AFATINIB	SNU-175	0.46353352354613797	COREAD	GDSC2	AFATINIB
AFATINIB	SNU-407	0.417225492646079	COREAD	GDSC2	AFATINIB
AFATINIB	SNU-81	0.174943110052267	COREAD	GDSC2	AFATINIB
AFATINIB	SNU-C1	0.385318822079605	COREAD	GDSC2	AFATINIB
AFATINIB	SNU-C2B	0.352095961081615	COREAD	GDSC2	AFATINIB
AFATINIB	SNU-C5	0.318129633609113	COREAD	GDSC2	AFATINIB
AFATINIB	SW1116	0.641548415618337	COREAD	GDSC2	AFATINIB
AFATINIB	SW1417	0.350155964253937	COREAD	GDSC2	AFATINIB
AFATINIB	SW1463	0.6326661703364239	COREAD	GDSC2	AFATINIB
AFATINIB	SW48	0.606203871041928	COREAD	GDSC2	AFATINIB
AFATINIB	SW620	0.254870873731884	COREAD	GDSC2	AFATINIB
AFATINIB	SW837	0.36111836094035105	COREAD	GDSC2	AFATINIB
AFATINIB	SW948	0.49192772858648603	COREAD	GDSC2	AFATINIB
AFATINIB	T47D	0.148359778441564	BRCA	GDSC2	AFATINIB
AFATINIB	T84	0.33979296019424	COREAD	GDSC2	AFATINIB
AFATINIB	UACC-893	0.786700323523874	BRCA	GDSC2	AFATINIB
AFATINIB	ZR-75-30	0.584770218809373	BRCA	GDSC2	AFATINIB
ALISERTIB	A375	0.293084163600143	SKCM	GDSC2	ALISERTIB
ALISERTIB	A427	0.561736911099638	UNCLASSIFIED	GDSC2	ALISERTIB
ALISERTIB	A549	0.341118323637951	LUAD	GDSC2	ALISERTIB
ALISERTIB	AGS	0.24890952858722698	STAD	GDSC2	ALISERTIB
ALISERTIB	AN3-CA	0.4452168205985089	UCEC	GDSC2	ALISERTIB
ALISERTIB	ARH-77	0.420208961077126	MM	GDSC2	ALISERTIB
ALISERTIB	ASH-3	0.0761245578398906	THCA	GDSC2	ALISERTIB
ALISERTIB	AU565	0.18299291295045603	BRCA	GDSC2	ALISERTIB
ALISERTIB	BALL-1	0.5082404788747871	UNCLASSIFIED	GDSC2	ALISERTIB
ALISERTIB	BICR22	0.6441893207745539	HNSC	GDSC2	ALISERTIB
ALISERTIB	BT-20	0.20894077957981896	BRCA	GDSC2	ALISERTIB
ALISERTIB	BT-474	0.0621292376378534	BRCA	GDSC2	ALISERTIB
ALISERTIB	BT-483	0.10478070154623499	BRCA	GDSC2	ALISERTIB
ALISERTIB	BT-549	0.22652045909582605	BRCA	GDSC2	ALISERTIB
ALISERTIB	C32	0.14328601900134902	SKCM	GDSC2	ALISERTIB
ALISERTIB	CAL-120	0.13845194869961902	BRCA	GDSC2	ALISERTIB
ALISERTIB	CAL-148	0.42172336644669006	BRCA	GDSC2	ALISERTIB
ALISERTIB	CAL-33	0.6588124994122261	HNSC	GDSC2	ALISERTIB
ALISERTIB	CAL-51	0.243694449539935	BRCA	GDSC2	ALISERTIB
ALISERTIB	CAL-85-1	0.0765050642091811	BRCA	GDSC2	ALISERTIB
ALISERTIB	CAMA-1	0.11563204865539	BRCA	GDSC2	ALISERTIB
ALISERTIB	CHP-212	0.6512348511915861	NB	GDSC2	ALISERTIB
ALISERTIB	COLO-320-HSR	0.126618322142349	COREAD	GDSC2	ALISERTIB
ALISERTIB	COLO-824	0.26868693374373304	BRCA	GDSC2	ALISERTIB
ALISERTIB	COLO-829	0.0837280636764674	SKCM	GDSC2	ALISERTIB
ALISERTIB	Calu-6	0.18748553569462198	LUAD	GDSC2	ALISERTIB
ALISERTIB	DAN-G	0.209978453971559	PAAD	GDSC2	ALISERTIB
ALISERTIB	DU-4475	0.385952055830128	BRCA	GDSC2	ALISERTIB
ALISERTIB	Detroit562	0.5256875045000321	HNSC	GDSC2	ALISERTIB
ALISERTIB	EC-GI-10	0.188704423960587	ESCA	GDSC2	ALISERTIB
ALISERTIB	EFM-19	0.18632504507825198	BRCA	GDSC2	ALISERTIB
ALISERTIB	EFM-192A	0.0378231421757802	BRCA	GDSC2	ALISERTIB
ALISERTIB	ETK-1	0.22417401637490303	UNCLASSIFIED	GDSC2	ALISERTIB
ALISERTIB	EVSA-T	0.260177242727299	BRCA	GDSC2	ALISERTIB
ALISERTIB	GCT	0.120034193850443	UNCLASSIFIED	GDSC2	ALISERTIB
ALISERTIB	GP5d	0.28767065170975703	COREAD	GDSC2	ALISERTIB
ALISERTIB	HCC-78	0.394405721012521	LUAD	GDSC2	ALISERTIB
ALISERTIB	HCC1143	0.23076705312757	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1187	0.335902964890671	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1395	0.235964033419204	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1419	0.00660463277562796	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1428	0.156150409746978	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1500	0.0144064174582338	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1569	0.23100696345593802	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1599	0.135834053525348	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1806	0.0856407498549558	UNCLASSIFIED	GDSC2	ALISERTIB
ALISERTIB	HCC1937	0.150285433952524	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC1954	0.101652591611191	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC2157	0.148078306981202	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC2218	0.0144796809132746	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC2998	0.0136829286639236	COREAD	GDSC2	ALISERTIB
ALISERTIB	HCC38	0.11541548093946499	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCC70	0.170613552283753	BRCA	GDSC2	ALISERTIB
ALISERTIB	HCT-15	0.368043820371237	COREAD	GDSC2	ALISERTIB
ALISERTIB	HDQ-P1	0.227731636921909	BRCA	GDSC2	ALISERTIB
ALISERTIB	HLE	0.273088794859672	LIHC	GDSC2	ALISERTIB
ALISERTIB	HT-115	0.391431237026085	COREAD	GDSC2	ALISERTIB
ALISERTIB	HT-29	0.159293803235718	COREAD	GDSC2	ALISERTIB
ALISERTIB	Hs-578-T	0.36291228067035397	BRCA	GDSC2	ALISERTIB
ALISERTIB	HuTu-80	0.34950619890757895	UNCLASSIFIED	GDSC2	ALISERTIB
ALISERTIB	JIMT-1	0.0510261073144532	BRCA	GDSC2	ALISERTIB
ALISERTIB	KYSE-410	0.0471729437350219	ESCA	GDSC2	ALISERTIB
ALISERTIB	LP-1	-0.0777743243553097	MM	GDSC2	ALISERTIB
ALISERTIB	LS-180	0.13932049326435997	COREAD	GDSC2	ALISERTIB
ALISERTIB	LS-513	0.35583799048165	COREAD	GDSC2	ALISERTIB
ALISERTIB	LoVo	-0.0286232495928166	COREAD	GDSC2	ALISERTIB
ALISERTIB	MCF7	0.0328487586044314	BRCA	GDSC2	ALISERTIB
ALISERTIB	MDA-MB-157	0.207590550901728	BRCA	GDSC2	ALISERTIB
ALISERTIB	MDA-MB-231	0.26292055796574304	BRCA	GDSC2	ALISERTIB
ALISERTIB	MDA-MB-361	0.0961653773138226	BRCA	GDSC2	ALISERTIB
ALISERTIB	MDA-MB-415	0.0697432598329692	BRCA	GDSC2	ALISERTIB
ALISERTIB	MDA-MB-436	0.11611213197430302	BRCA	GDSC2	ALISERTIB
ALISERTIB	MDA-MB-453	0.11622672997583099	BRCA	GDSC2	ALISERTIB
ALISERTIB	MDA-MB-468	0.6387128491997239	BRCA	GDSC2	ALISERTIB
ALISERTIB	MFM-223	0.5055107581411521	BRCA	GDSC2	ALISERTIB
ALISERTIB	MOLT-4	0.0903848190924503	ALL	GDSC2	ALISERTIB
ALISERTIB	MRK-nu-1	0.338978329370751	BRCA	GDSC2	ALISERTIB
ALISERTIB	NCI-H1781	0.348554015560449	LUAD	GDSC2	ALISERTIB
ALISERTIB	NCI-H211	0.5635187456294399	SCLC	GDSC2	ALISERTIB
ALISERTIB	NCI-H2369	0.0506707863656228	MESO	GDSC2	ALISERTIB
ALISERTIB	NCI-H2373	0.0983654096589325	MESO	GDSC2	ALISERTIB
