Name	MAE	MSE	RMSE	R-square	PCC	Spearman	Sample size
CIMETIDINE	0.030496847297858825	0.0014070269912737484	0.0368742697621588	-0.18965919907739792	0.5895694353220929	0.6857142857142857	13
CISPLATIN	0.0340623696154257	0.0020113100648515114	0.044168958172105276	0.24809170687486745	0.5539640168906372	0.5351648351648353	13
CLOFARABINE	0.1319139944031022	0.02597476165104153	0.16030947243781107	-0.0469762803805549	0.208845412913567	0.22747252747252747	13
CRIZOTINIB	0.06839477153702883	0.006601823577146761	0.08071470151216525	0.3817249699707915	0.6310870735772488	0.5703296703296703	13
CUCURBITACIN I	0.19430861117333637	0.04877016834706628	0.22048187232876115	0.24363661475958054	0.5562881438604806	0.41868131868131864	13
CURCUMIN	0.05846074565731561	0.004823968832685063	0.0693141528408691	0.21948314954868264	0.5443236164907137	0.3197802197802198	13
CYCLOPHOSPHAMIDE	0.037811159062270526	0.002508799447954409	0.04990582152936403	-0.14086650315128055	0.38066567268508805	0.3824175824175825	13
CYCLOSPORIN A	0.04248801835185014	0.0030885600392983	0.055490155281858	-0.9744181721656731	0.16868900324524344	0.12527472527472527	13
CYTARABINE	0.10509092092720032	0.018331566152541882	0.1340830605827224	0.2788517369708196	0.5961756013492114	0.6527472527472528	13
DABRAFENIB	0.04365633563087537	0.0033850349281883225	0.05788239543235688	-0.15454183457830717	0.3006229368129173	0.2725274725274725	13
DACARBAZINE	0.034635486607473814	0.0019080933268524531	0.04356840507397417	-0.7530033433667214	0.2561142804806166	0.2637362637362637	13
DAPORINAD	0.1977006988380139	0.05856536267238732	0.24128912966941626	0.26302283913533636	0.5561575455043775	0.4054945054945055	13
DARINAPARSIN	0.04789575264799815	0.003142228357367961	0.055763503959853945	0.13720720913845985	0.42259885673869785	0.3989010989010989	13
DASATINIB	0.13034855863193	0.027754125388638334	0.16633702094478237	-0.5430847742859723	-0.2658258158365565	-0.07252747252747252	13
DBEQ	0.07868423189143034	0.009562863681245776	0.09749448207302977	0.11992063006861287	0.3805485539508924	0.31758241758241756	13
DECITABINE	0.053447037756130876	0.0044430535594524685	0.06383436352438927	-1.558995961227669	0.6735377303807415	0.6868131868131868	13
DEXAMETHASONE	0.044940262694801184	0.003468699551196551	0.05854050214435622	-0.6953763118979437	0.006909728177905722	0.13076923076923075	13
DINACICLIB	0.12694501262077917	0.022522116488958736	0.14962373626033534	0.34514157461642886	0.6548333490536334	0.3098901098901099	13
DNMDP	0.032566596829572095	0.0017860109500709594	0.0420371153433429	-0.05648088323309928	0.4815233706370304	0.42747252747252756	13
DOCETAXEL	0.04904542259878379	0.003709683278902006	0.0599511190764642	0.601086559935631	0.7993667459697587	0.6758241758241759	13
DOXORUBICIN	0.11179144970373009	0.019120052841104733	0.1378597942309543	-0.005632587099969832	0.3201661753362755	0.2010989010989011	13
ELOCALCITOL	0.10418714088301842	0.01688906245887891	0.1295483597285596	-0.8073175979039178	-0.34374207135169726	-0.3098901098901099	13
EPIGALLOCATECHIN GALLATE	0.03332733662755673	0.0015463745605384916	0.03814633989506937	-0.6351886849899749	0.6431073600523473	0.6923076923076923	13
ERASTIN	0.029635584423081323	0.0012535051042275225	0.035286175450667756	0.5218722539301581	0.7692815401558758	0.7	13
ERLOTINIB	0.08274603848325289	0.008999107246001906	0.09442411147021187	0.42840040663297857	0.6704627849713101	0.5604395604395604	13
ETOMOXIR	0.05158234329034732	0.004357489781547177	0.06573011196206606	-1.0723383956979131	0.1765847790036638	0.21868131868131865	13
ETOPOSIDE	0.05292396769820579	0.0046006692153762645	0.06776327320458346	0.09802347149158505	0.4474377329869724	0.43076923076923074	13
EX-527	0.03239003369116285	0.0014959687821945757	0.038371754766439045	0.12337261519406803	0.6322936853170142	0.6131868131868131	13
FGIN-1-27	0.03826452185747476	0.0021270799702242616	0.045921765208957584	-0.8122254849931967	0.32396526834595696	0.27912087912087913	13
FINGOLIMOD	0.06524936097379831	0.008364268538464167	0.09016196742229649	-0.6861535818994158	0.0906666261782647	0.21538461538461537	13
FLUOROURACIL	0.04367465549405465	0.0030275223770547138	0.0544614677295173	-0.5004421313203227	0.15482419444918138	0.10659340659340659	13
FLUVASTATIN SODIUM	0.12088309249157174	0.019985906419297622	0.1404974566752633	0.0670367593661824	0.3561580340525123	0.3450549450549451	13
FORETINIB	0.07770801857133096	0.009049212347532266	0.09458294569770646	0.1637385437745859	0.4794655616271541	0.3681318681318681	13
FSC231	0.040875801912978973	0.0023897290617172855	0.04836098654892883	-0.14374737626992845	0.37692913536700096	0.3505494505494505	13
FULVESTRANT	0.05491695165655356	0.006146518995438685	0.07823962796427006	-0.9573898700879365	-0.19369803525018267	0.002197802197802192	13
FUMONISIN B1	0.040519471877860105	0.0026336042445379883	0.051305697449238685	0.043573269349193124	0.414097093326666	0.5525397206638102	26
GANT 61	0.03843884125704948	0.0024388408717689867	0.04908440868263913	-0.488594784721695	0.3115692481071443	0.3384615384615385	13
GDC-0879	0.05171464783783142	0.004526717032505623	0.06722758285266411	0.3281940322471562	0.5992683393895761	0.5571428571428572	13
GDC-0941	0.13230177863905615	0.03053298866746874	0.1745271337057753	0.036728446612090696	0.251398959071344	0.18021978021978025	13
GEFITINIB	0.0774723988661546	0.0108504345075633	0.10402260014643605	0.3201305922740129	0.5863647351776193	0.6373626373626372	13
GEMCITABINE	0.15232858425437484	0.03329261536943137	0.18205580771656535	0.06014225279755636	0.29896430275957814	0.3802197802197802	13
GMX-1778	0.20174673656155512	0.059574176951906255	0.24248843671225453	0.26110059898464283	0.5929473838141872	0.4252747252747252	13
GOSSYPOL	0.050206353692306006	0.004575632771380581	0.0669684046607206	-0.49628566909336025	0.32055243601312344	0.24285714285714288	13
GSK-J4	0.08782089689164894	0.010165018392634848	0.1001063505835281	0.07342151189862874	0.38668745821293243	0.32307692307692304	13
GSK1059615	0.034991566663588006	0.0019306753153218044	0.04391432206338063	0.2804481917204476	0.6940786093194068	0.656043956043956	13
GSK2636771	0.05479330008681994	0.0046709606926661545	0.0682495946372393	-0.44762143968761914	0.00927093103895676	0.02747252747252747	13
GSK4112	0.02763532479526263	0.001166627736574291	0.033544709409600505	0.10365747729464099	0.7086943112410149	0.7703296703296703	13
GSK461364	0.05850727214518694	0.004883097656137532	0.06982577587786958	0.3947204686171607	0.6393998232852671	0.5	13
GSK525762A	0.17097885407292512	0.07895543089979724	0.28064708958411294	-0.16130970156637434	-0.0986642348571872	-0.0021978021978021982	13
GW-405833	0.04765798751250321	0.0035880361800925123	0.059668920126504064	0.16959255490396122	0.4675907909116364	0.44640551845687104	26
GW-843682X	0.05397008540059787	0.004194001404577646	0.06446299433054219	-0.7130675093989822	0.3590971792453546	0.4098901098901099	13
HBX-41108	0.09803478604102317	0.01500009196405784	0.12224866571423176	-0.6938072006472147	-0.3058752877836522	-0.1791208791208791	13
HC-067047	0.0833457639414549	0.015775852055019197	0.12491475936219532	-0.05947015631690318	0.23875471732181022	0.4472527472527473	13
HLI 373	0.037770951296789465	0.00240339138580152	0.04884506923192752	-1.2788348013867423	0.3754592882435718	0.4725274725274725	13
HMN-214	0.04321368309319937	0.0033484231476097427	0.0576656848303452	0.5948667764007813	0.7785191501270743	0.7954987936544768	26
HOMOHARRINGTONINE	0.09627517907465422	0.014331174253766931	0.11907451922640203	0.149420942766245	0.5053509236995924	0.29230769230769227	13
HYPERFORIN	0.10407994749733851	0.030239914187508453	0.1732471510273401	-0.29428181539096493	-0.13973518508301214	-0.04615384615384614	13
I-BET151	0.2122069555304032	0.10364887731879872	0.32141780399040043	-0.296135053278437	-0.33588746738759206	-0.18901098901098903	13
IBRUTINIB	0.09482575534292001	0.01177661946929837	0.10805826114532588	0.21311542132055789	0.4785873998047145	0.4021978021978022	13
IC-87114	0.04244709124732201	0.00262968758425218	0.05093257011862112	-0.542819061526288	0.30755342599435576	0.3197802197802198	13
IFOSFAMIDE	0.04015512877694753	0.0023544988260238682	0.048071419638644274	-0.6207853519164944	0.2514847415680343	0.27032967032967037	13
IMATINIB	0.03505171241046649	0.002442148184150702	0.0486231315072213	0.13536822257890596	0.6411936499555765	0.6714285714285715	13
IMPORTAZOLE	0.05737431558126669	0.004901062041015286	0.06979404008966347	0.31480479354029206	0.5841530929647802	0.5274725274725275	13
IPR-456	0.039564176380625135	0.0024816575616362054	0.04922059788523213	-0.3805623018611282	0.11697702889510139	0.1791208791208791	13
ISOEVODIAMINE	0.044308128199931296	0.004547113376937234	0.06698976632248284	-0.5383460364134703	0.06902511005330447	0.2527472527472528	13
ISOX	0.09907837594230358	0.01784052581163673	0.13255733298711397	0.39797980518177195	0.6787892667349396	0.6362637362637363	13
ISTRADEFYLLINE	0.03128914536241935	0.0015117689784395747	0.03783514734288258	-0.06646713077970881	0.5699796014728147	0.5901098901098901	13
ISX 9	0.06740574532518992	0.0074039671055382335	0.08596786310416821	0.16235356716251653	0.415290241350977	0.3612363665152523	26
ITRACONAZOLE	0.1035029328687899	0.02622164140584956	0.161644165150259	-0.4591718010337269	-0.22862833581151137	-0.012087912087912088	13
IU1	0.04138615561650057	0.0028762038750930067	0.0502392847859804	-1.067459127756571	0.5405366973373222	0.5703296703296703	13
JNJ 26854165	0.08388686565123707	0.01341246174964859	0.11520406759420217	0.15692699809035737	0.4412485627777136	0.44835164835164837	13
JW-480	0.056801630593494634	0.0051517645269613995	0.07120670037564303	-0.45120159676683336	0.24300604899803604	0.26153846153846155	13
JW-55	0.03749800532607446	0.002094639491129868	0.04537056338028265	0.25446750620684117	0.5833293960384391	0.5586322780110308	26
JW-74	0.04113564817595775	0.002524109566460567	0.050172175618636516	-1.6252962628573862	-0.05999143125051565	-0.045054945054945054	13
KH-CB19	0.036331062361085964	0.0026493223615167982	0.05114890399401502	-0.45172150045801035	0.22695416269721552	0.3802197802197802	13
KHS101	0.1216750610827666	0.026361467702027925	0.1616589844008433	-0.5896273049476465	-0.2807971817872693	-0.21648351648351646	13
KI8751	0.04357393987713593	0.0030995716500790164	0.055610895002886705	-0.8281545722776016	0.2504564004533024	0.3	13
KO-143	0.04961668053283104	0.00435151525225476	0.06569354130758025	-0.6534393216832154	0.07624265930736848	0.23460087463221813	26
KU 0060648	0.049299782948132656	0.004106942953655113	0.06376366509777717	-0.2529091249230011	0.18581256052863598	0.27362637362637365	13
KU-0063794	0.07870429685519476	0.010377663061607024	0.10041421106088604	-0.8336137093485444	0.4263963819398991	0.3285714285714286	13
KU-55933	0.05608182162084212	0.004056401209964378	0.06347197244843394	0.09192310608657359	0.3949497939447239	0.39670329670329674	13
KU-60019	0.03665588569613274	0.0028297232656366994	0.05301730181603829	-0.22770724102026046	0.14764299063580946	0.321978021978022	13
KW-2449	0.06752743031497369	0.0070715969620735175	0.08402129925160903	0.06062074277678846	0.29103354038699136	0.2813186813186813	13
KX2-391	0.09649159691920646	0.016400783519594193	0.12775881009797035	0.30953637254189725	0.6076699548397875	0.5791208791208791	13
L-685458	0.03525792822953921	0.0017699616193745712	0.042063046682589825	0.3746925680190457	0.7509832759319403	0.7824175824175825	13
LAPATINIB	0.06914835144831583	0.006110877996896194	0.0778501209302079	0.2690732281947237	0.5427220635397043	0.5065934065934066	13
LE-135	0.039919778049074324	0.0025264985685069198	0.05009673456736513	-3.033574720011311	0.05838726377730576	0.04725274725274726	13
LENVATINIB	0.05292445290360047	0.0058370011796672885	0.07523128703808904	-0.5772239963054572	0.06861538418577742	0.23186813186813185	13
LINIFANIB	0.06689134143416331	0.007346814349532119	0.08538462064603887	0.35930745661818203	0.6312967827420665	0.5956043956043956	13
LINSITINIB	0.04789347554857473	0.0034867023547595585	0.057750981009480305	0.23165238970014945	0.5860093630217647	0.5703296703296703	13
LOMEGUATRIB	0.03854730779280112	0.002245534156011586	0.047180709191825446	0.11250673596953822	0.4573438641037392	0.4098901098901099	13
LOVASTATIN	0.10905225289202287	0.01876837752148421	0.13631521411451658	-0.021022811723367573	0.2584667220365465	0.14945054945054945	13
LRRK2-IN-1	0.0841638548765861	0.014737171165382461	0.1209659096151745	-0.26457962350269604	0.011087782364270637	0.16483516483516483	13
LY-2157299	0.04485934372913801	0.0028729196471463498	0.053209896975460226	-0.35591641457655265	0.10730120920054234	0.17032967032967034	13
LY-2183240	0.0368839124676686	0.0022201562537973543	0.04653019471171451	0.37057514772974465	0.6575862081551327	0.6824175824175824	13
MANUMYCIN A	0.07981962494423536	0.008047233424821883	0.08875918826543984	0.2607357619825896	0.5623484501960455	0.654945054945055	13
MARINOPYRROLE A	0.09540811209377878	0.013549160100760604	0.11601777396214163	0.07405898954408976	0.3998389930676424	0.3835164835164835	13
MASITINIB	0.0687534523853038	0.0074856682676789615	0.08643968620972169	0.07318792667890686	0.37724059052061276	0.48461538461538456	13
MDIVI-1	0.04916469955103948	0.0034854662965691494	0.05871664354371886	0.058408734701537915	0.3629870550672888	0.3582417582417582	13
METHOTREXATE	0.03881646756201817	0.0021498273735773388	0.046023068364822714	-1.9627080884645227	0.2364042576829731	0.27582417582417584	13
MG-132	0.06928791128672088	0.007101517333126414	0.08364498262420042	0.4713565570434211	0.7317030745511783	0.48791208791208784	13
MGCD-265	0.04554697913278946	0.0031017068489604246	0.05558349994426205	-0.10489722898922949	0.4557513749812413	0.45604395604395603	13
MI-2	0.1531445840843696	0.035098278547384024	0.18723770169751436	0.06550969512854825	0.31398685614560934	0.2692307692307693	13
MIRA-1	0.0353230134793272	0.0021408382909992563	0.04600858072832152	0.3623019542451021	0.6575417631709861	0.5989010989010989	13
MITOMYCIN	0.10740521574622448	0.02343856257826136	0.15308176580209498	-0.28147514094931714	-0.2196936431683616	-0.2208791208791209	13
MK-0752	0.05608134032863836	0.005335115526986904	0.07292349383006169	-0.11681113043925759	0.28872896649578333	0.3527472527472527	13
MK-1775	0.09900441553006722	0.016313331344743363	0.12687410086708023	0.26216635602652544	0.5446964501771037	0.6241758241758241	13
MK-2206	0.11334909306709584	0.020025910323294992	0.14118434928773232	-0.03177281481272243	0.22727025721897026	-0.09560439560439561	13
ML006	0.033131049644510566	0.002044145560271209	0.04487623609766929	-0.15071744262602058	0.4063855103720564	0.5604395604395604	13
ML029	0.026066220242355782	0.0011065960758384883	0.032875056011066404	0.04157570286969063	0.663225099776015	0.6285714285714286	13
ML031	0.035821211436467534	0.001937480890122683	0.04365363349371389	-0.4556841572006604	0.033205004767443015	-0.034065934065934084	13
ML083	0.03268720736463217	0.001604564179475719	0.03976788539879962	-0.013298885537741546	0.5367693607637805	0.4956043956043956	13
ML162	0.2172571381274003	0.06492977397708159	0.2540339695080083	-0.03379269981467281	0.1354267982539768	0.1098901098901099	13
ML203	0.10018060230015609	0.014609170620118106	0.12068258919055272	0.21739138754818263	0.48543958205558396	0.3857142857142857	13
MLN2238	0.05725689671443059	0.00478454364395983	0.06878019438514553	0.5630900680211026	0.8093081075036253	0.3538461538461538	13
MLN2480	0.04930607798837955	0.004015909068449332	0.06316365458218895	0.3666749602046155	0.6238524036612656	0.6236815538582914	26
MLN4924	0.201085979452975	0.05467140394609975	0.23326171394076986	0.20354961551090836	0.49553013924632205	0.48571428571428565	13
MOMELOTINIB	0.13801764397924496	0.03258065434049961	0.18010135584110828	-0.188223646301735	-0.060821854281818445	-0.06043956043956045	13
MST-312	0.07199993806655591	0.0070037817715165205	0.08354914907858246	-0.7982473886431335	0.054859279621136944	-0.030769230769230764	13
MYRICETIN	0.03178986350795819	0.0016679700658498713	0.04080629773642938	-0.005206244034528673	0.5684032241306374	0.6054945054945055	13
MYRIOCIN	0.1214128915093422	0.033667259464456895	0.183141901434715	-0.521295550279111	-0.43546184639583885	-0.2043956043956044	13
N9-ISOPROPYLOLOMOUCINE	0.07204410030302268	0.00758807976759575	0.08597108856558454	-0.31917251558126186	0.28509052557646064	0.4615384615384615	13
NARCICLASINE	0.08983135867632351	0.012242134638240691	0.10972310521260734	0.3237822545006345	0.5927089581557604	0.523076923076923	13
NAVITOCLAX	0.061993324698445616	0.005292781021599613	0.07238831678048506	-1.0683073409933823	0.2645924647105954	0.27692307692307694	13
NECROSTATIN-1	0.029256057481199044	0.001607307564642803	0.03971626779691144	-0.39120744903287286	0.33304848200168513	0.3703296703296703	13
NECROSTATIN-7	0.03462580737172384	0.0019145951857590202	0.04349047074556302	0.37341072310103635	0.6342040715151883	0.5955290855526048	26
NECROSULFONAMIDE	0.06099863814818126	0.005217534045686934	0.07201892120517885	0.20736506074207348	0.4896633409748272	0.4021978021978022	13
NELARABINE	0.03775380379022451	0.002147869867195046	0.04572202771623819	-1.5820011136169219	0.5003659962095826	0.3527472527472527	13
NERATINIB	0.1088754647606637	0.024976266683272602	0.15752828705270142	-1.3146739297421455	-0.5054313364870138	-0.23186813186813185	13
NICLOSAMIDE	0.032102705446313266	0.0015715644311447181	0.03945057066028884	-0.0716280869808689	0.6120392090062694	0.4560439560439561	13
NILOTINIB	0.0350988231478427	0.0018033066640234271	0.04226032200131598	0.5883142495370921	0.7860598019725217	0.6318681318681318	13
NINTEDANIB	0.06361500953194214	0.008556851885774023	0.09189789651152294	-2.45035778173155	-0.34633539480658815	0.09890109890109891	13
NSC 74859	0.04513206338765409	0.0029419832074809777	0.054107966447743516	-0.304006353679798	0.4001792690202134	0.45274725274725275	13
NSC19630	0.06785280952175214	0.0070323195616001834	0.08361367711019753	-0.15977275241147265	0.20536232913419025	0.3769230769230769	13
NSC23766	0.03760089183341503	0.002225707211402489	0.04703306694845318	-0.09463960226963389	0.2679734774038431	0.3252747252747253	13
NSC632839	0.06104488426505602	0.006318405330701227	0.07878807601496629	0.1328059274831565	0.5511597886448573	0.5461538461538461	13
NSC95397	0.05878436761261866	0.004959947988389134	0.07030923630086015	0.42034141192985636	0.6772810777839224	0.4524013901352054	26
NUTLIN-3	0.03938769433292609	0.0026621227106830114	0.051162288343295684	-0.6144010694039308	0.189812613492446	0.27032967032967037	13
NVP 231	0.10049186291804497	0.026623802006069182	0.16310301715836434	-0.0535475315467133	0.147297450498232	0.367032967032967	13
NVP-ADW742	0.1259356383307237	0.02212757509360442	0.14853980750380397	-0.039749755960290734	0.2331297312135983	0.12747252747252746	13
NVP-BSK805	0.06608428128919783	0.007460777922551037	0.08530135450916732	-0.5849977248368201	0.02804727392095377	0.15054945054945054	13
NVP-TAE684	0.04563379544679384	0.003296019842525977	0.057362170755990836	0.31655315539251966	0.5784059797727705	0.5494505494505495	13
OBATOCLAX	0.16178144920921328	0.03839144284659328	0.19573445338021928	0.14413812005978405	0.43219986231613916	0.4230769230769231	13
