Name	MAE	MSE	RMSE	R-square	PCC	Spearman	Sample size
CCT036477	0.0533348534404098	0.006542894507369881	0.08080559016260944	-0.3828914839463702	0.03345939117456538	0.24505494505494502	13
CD-1530	0.06305393366539992	0.006306215541722557	0.07938327392347	-0.8753374381766473	-0.06333143651809821	-0.13296703296703297	13
CD-437	0.08917724489956269	0.011855449619651067	0.10885326914123014	0.035874707772863126	0.3004380382307917	0.2912087912087912	13
CEDIRANIB	0.0621815922922662	0.00916813067118048	0.09562896071888671	-0.6642089001947259	-0.058226922291439484	0.05274725274725276	13
CERANIB-2	0.06303701161902171	0.005736107478865807	0.07559773531859248	0.16933137476082863	0.6896762131162573	0.6417694512622456	26
CERULENIN	0.041986266881624004	0.0025043195887833178	0.04987230805349903	0.06858779545486333	0.5435115635084131	0.42417582417582417	13
CH-55	0.060875328025597794	0.00449041300002994	0.06686770521314309	-0.7680604282639816	0.1592565306750992	0.09780219780219782	13
CHIR-99021	0.05146184802864515	0.0033761793334361988	0.057987236501092984	-0.13709229760812297	0.4411369542738047	0.5527472527472528	13
CHLORAMBUCIL	0.06220097540002199	0.005610186535079316	0.07484093551534957	-1.0519459299585616	0.02366147791060484	0.03406593406593406	13
CI-976	0.040486365435666485	0.002510704337544794	0.05007953829068827	-0.3316590872733314	0.37887283455397835	0.3920554479102432	26
CICLOPIROX	0.06956650497326484	0.0074749879390821426	0.08634428372734265	-0.5005903077687568	0.04759259651098664	0.18681318681318684	13
CID-2858522	0.041585616178628854	0.0024964897444957074	0.04986282451922014	-0.06914951266505845	0.48846787647395756	0.5637362637362637	13
CID-5951923	0.0777666303888596	0.007768369133970351	0.08760990793702336	-1.940784625092682	0.6642772269004986	0.7065934065934066	13
CIMETIDINE	0.07415230684499742	0.007108253704086767	0.08391688091239521	-5.0101188256434455	0.411293812957256	0.5626373626373626	13
CISPLATIN	0.047251424390675464	0.002667780960056108	0.05148510182005521	0.0026765822127944095	0.5597067083938747	0.5428571428571429	13
CLOFARABINE	0.14009275557722897	0.029646280405033986	0.17186401784327	-0.19496582115265823	-0.07221981125967232	-0.06703296703296703	13
CRIZOTINIB	0.07421338163588596	0.007000123743671971	0.08363342064253644	0.34442329952454126	0.6407177625481661	0.5593406593406594	13
CUCURBITACIN I	0.19612774881392261	0.054973119438764165	0.23419997073226878	0.1474367195119441	0.5109533895757021	0.3428571428571428	13
CURCUMIN	0.10977561543860434	0.015369453699254201	0.12359854016211039	-1.486773445387725	0.4719487147232229	0.17362637362637362	13
CYCLOPHOSPHAMIDE	0.043378255039092276	0.003179171201661349	0.0563009567965493	-0.4457153738278999	0.15714827584287142	0.23406593406593404	13
CYCLOSPORIN A	0.05422453557668283	0.004772800453724818	0.06867371953837789	-2.0510994858613154	0.28008868105624446	0.1802197802197802	13
CYTARABINE	0.15482476196368292	0.03371773979575897	0.18288384218447049	-0.3264272831162232	0.14540437863957442	0.22967032967032966	13
DABRAFENIB	0.05573930406691478	0.006043160795101398	0.07759797282066243	-1.0611550837858612	0.016527920797264412	0.03846153846153847	13
DACARBAZINE	0.040767434378015076	0.0026046793877973562	0.05081987256369276	-1.3929708316412062	0.21209857965182763	0.2868131868131868	13
DAPORINAD	0.33667417752119216	0.12839785313372204	0.3576741880126268	-0.6157380565189152	0.20987908564115862	0.13186813186813187	13
DARINAPARSIN	0.06895127902552897	0.006637068184725205	0.08139097222024425	-0.8224056086853079	0.2861796288929601	0.34175824175824177	13
DASATINIB	0.12151573813032371	0.022234046674152266	0.14893486164904754	-0.2361772678195458	-0.2271374231019419	-0.09999999999999998	13
DBEQ	0.09151661457920074	0.012341922458095808	0.11057914194071775	-0.13583877201604072	0.36876462324061265	0.39120879120879126	13
DECITABINE	0.0977367214240639	0.011578645387162996	0.10750058468663022	-5.66877101204444	0.4656089778917023	0.5098901098901099	13
DEXAMETHASONE	0.04223248377141732	0.0030772766453977364	0.05530935199829593	-0.5040627914759587	0.15857936431272085	0.26593406593406593	13
DINACICLIB	0.2680208282670241	0.08596621737188019	0.291062335892576	-1.4995742194979642	0.4327831521822053	0.05934065934065934	13
DNMDP	0.03709024895180556	0.0021003583761981743	0.045502158186619776	-0.24242713758486384	0.4567426647463222	0.49010989010989015	13
DOCETAXEL	0.07220397969223902	0.007400098836973933	0.0855726513822926	0.20424503604864594	0.775151287217535	0.6681318681318681	13
DOXORUBICIN	0.115530265714572	0.022862662028696974	0.15113701541218774	-0.20247774182314288	0.2819069119582386	0.13846153846153847	13
ELOCALCITOL	0.09661233278857011	0.014620305648897436	0.12087300530786478	-0.5645353760945462	-0.22567885499078089	-0.22527472527472528	13
EPIGALLOCATECHIN GALLATE	0.06658695968333758	0.005751411516376642	0.07555127614513404	-5.081736776001509	0.331222155486809	0.3626373626373627	13
ERASTIN	0.032373106216264866	0.0013901868815614823	0.037012243404656614	0.46973736440708824	0.7202509916392518	0.7032967032967032	13
ERLOTINIB	0.1195260747233721	0.020008428494435942	0.1413086605348552	-0.2708826863257817	0.14198998645166283	0.012087912087912083	13
ETOMOXIR	0.06696370809689303	0.006915684142895369	0.08307104568536107	-2.2889664693034972	0.20130526044483288	0.265934065934066	13
ETOPOSIDE	0.06756667410883535	0.007391879774525106	0.08584240010499332	-0.44920265858158165	-0.010411923192856032	0.015384615384615385	13
EX-527	0.03205677981277745	0.0014757005859723845	0.03806772319798892	0.1352496383381792	0.5752657867588146	0.5637362637362637	13
FGIN-1-27	0.037670187333774564	0.0021298735893021314	0.04583734202181658	-0.8146055871798316	0.5366298355821599	0.4604395604395604	13
FINGOLIMOD	0.14097336127369223	0.026038114278904057	0.15979219544827714	-4.249025596844601	0.22146774951733805	0.2989010989010989	13
FLUOROURACIL	0.041727870157106106	0.0033975339409436887	0.05806331993169965	-0.6838201118572791	0.19337299025855986	0.2549450549450549	13
FLUVASTATIN SODIUM	0.10505053406742904	0.015596304195467805	0.12479276890350921	0.2719480318358352	0.6228950076882316	0.6384615384615385	13
FORETINIB	0.11083198043125961	0.01649099716844492	0.1279064345509336	-0.5239763171712616	0.5325323458765758	0.4351648351648351	13
FSC231	0.056461686380357	0.004941554843320326	0.06987834856816058	-1.3650758059911898	0.4060417663851664	0.443956043956044	13
FULVESTRANT	0.05276268254583871	0.004064538012254208	0.06362990590211047	-0.29437256074174434	0.24671864152984907	0.3637362637362637	13
FUMONISIN B1	0.04074442797160186	0.002719125673718586	0.05213559147698547	0.012515079387119866	0.40357072941194616	0.5314637226054193	26
GANT 61	0.040756843436769344	0.0023044954923401697	0.04795540907576676	-0.40659442402405865	0.3269829617917922	0.30769230769230765	13
GDC-0879	0.07188876339560545	0.008106807491723789	0.08988343855558759	-0.20312394462812908	0.5859008459986391	0.6164835164835165	13
GDC-0941	0.1339746951202026	0.03352418692419525	0.182928115606104	-0.05763952445777263	0.09237498808569841	0.03626373626373627	13
GEFITINIB	0.07789657945540868	0.01473582299729789	0.12129344354482423	0.07667888815470561	0.31979484011619863	0.42857142857142866	13
GEMCITABINE	0.16238657112771912	0.039479729428252876	0.1982025975125224	-0.11452131798179947	0.022799142363218415	0.05054945054945055	13
GMX-1778	0.3715178913972561	0.16173213925685956	0.39951969128212417	-1.0059661238509476	0.375243637970487	0.367032967032967	13
GOSSYPOL	0.06503676545152663	0.006728585496133943	0.08186752172455047	-1.2003265021849487	0.3054825051513391	0.21538461538461537	13
GSK-J4	0.11214923197011947	0.01956809814260015	0.139166161584552	-0.7837034908984468	0.41146889529092123	0.3758241758241759	13
GSK1059615	0.03512779809993964	0.002114235495422791	0.04593989160142924	0.21203634718522615	0.5318516598098818	0.5681318681318681	13
GSK2636771	0.05369835162239075	0.004685975079488556	0.06828840090382098	-0.45227468977854757	-0.006911090547083898	-0.0021978021978022004	13
GSK4112	0.0324468709866487	0.0019154478337757735	0.043681036696435784	-0.47167540219695364	0.4689828360173768	0.6175824175824175	13
GSK461364	0.06402301844198889	0.00628995872324528	0.07914290119906411	0.22033439908004251	0.5262581301904141	0.25384615384615383	13
GSK525762A	0.1651931146922742	0.08362634508046227	0.2890390151859278	-0.23001147282355788	-0.2380647078654956	-0.07362637362637361	13
GW-405833	0.053638083723836286	0.004045145501674595	0.06349717215717363	0.06380014791246484	0.3838714124549014	0.34255034506836757	26
GW-843682X	0.044762641402013484	0.0030711148489526614	0.055372703008542856	-0.254417096673189	0.29747093784141987	0.29890109890109884	13
HBX-41108	0.09221617932326245	0.013469006619038701	0.11604946300707446	-0.520917368477327	-0.2250951558718473	-0.06923076923076923	13
HC-067047	0.10139674130079564	0.016756610250166434	0.12939498873278127	-0.12533563443484316	0.2348131291347928	0.4637362637362637	13
HLI 373	0.03777229095898519	0.0022300870832780272	0.04713711168759495	-1.1145120538917965	0.08038203766274299	0.0846153846153846	13
HMN-214	0.054931023795716585	0.0053587953447520415	0.07314673364396909	0.3516273371310141	0.6093473181736097	0.5964299774994134	26
HOMOHARRINGTONINE	0.19398280070011437	0.054640797049921766	0.2328443347141295	-2.2430222965858606	0.21234448761274	0.07582417582417582	13
HYPERFORIN	0.09457732251324284	0.024817632201876952	0.1574707861809053	-0.06220572785947816	0.19858311232577602	0.2978021978021978	13
I-BET151	0.19259967459410152	0.09782732891103355	0.31257803556105673	-0.22333626229439604	-0.38582117802947824	-0.09340659340659341	13
IBRUTINIB	0.11173716384232593	0.016849600991313572	0.12934986264973897	-0.12584865389697614	0.18819077556914837	0.05494505494505495	13
IC-87114	0.04222610986260268	0.002501468794858863	0.049694641874694724	-0.4675940068443312	0.2554500933266278	0.32857142857142857	13
IFOSFAMIDE	0.04756457895138814	0.0031145315538879323	0.05568928408511821	-1.1439752124013616	0.020272336534651124	0.061538461538461556	13
IMATINIB	0.03342773455880239	0.0018872304554422114	0.04338678127825973	0.33183439330906445	0.6193054841808644	0.7967032967032966	13
IMPORTAZOLE	0.06899518600745934	0.0065618150606330415	0.0808352736663857	0.08262246272453284	0.42004515354430205	0.3692307692307692	13
IPR-456	0.04373399182595766	0.0024355405836897974	0.048771480205369096	-0.35490712597675056	0.39082400695392977	0.3769230769230769	13
ISOEVODIAMINE	0.04695620873490847	0.0034554432934922803	0.0585682325260638	-0.16902022314996518	0.44642577262824207	0.5648351648351648	13
ISOX	0.15120813732213242	0.03066759295848116	0.17486948484162018	-0.03486357310323893	0.27917247403269685	0.2967032967032967	13
ISTRADEFYLLINE	0.05886016449529942	0.003938563220262965	0.06257439183838251	-1.7784326023436936	0.8267576127814887	0.8428571428571429	13
ISX 9	0.08074848969712531	0.012111958208275323	0.10997297767646834	-0.37028412514819936	0.01362147846142256	0.05479029505959283	26
ITRACONAZOLE	0.08239601052384815	0.019944437792323043	0.14102493656434678	-0.10986039216968915	0.032716477989518884	0.2098901098901099	13
IU1	0.0708234992651822	0.0066743037027138475	0.08032861406930976	-3.797591099535326	0.6009836869206527	0.6747252747252747	13
JNJ 26854165	0.08223310832179509	0.01357655148383905	0.11636106324118096	0.14661273756393825	0.43504822979757324	0.45384615384615384	13
JW-480	0.039408481492170924	0.0024072047686022053	0.048925569430300506	0.3219139994349298	0.5771076465876865	0.5604395604395604	13
JW-55	0.03731190512797282	0.002337929784867912	0.0481284794171098	0.1678746484982549	0.6218075192208564	0.611870226937109	26
JW-74	0.04176304035209729	0.0027142907775033246	0.051946568239022106	-1.8231014727621062	0.19965022005605543	0.21208791208791208	13
KH-CB19	0.06906243636427256	0.0066005818650692605	0.0810624491677679	-2.6168518970142416	0.45571493760939835	0.5373626373626373	13
KHS101	0.14054083413894358	0.02941903934385125	0.17123665559521623	-0.7740024476223493	-0.3604011731957194	-0.23076923076923075	13
KI8751	0.03364807996450938	0.0017597748854732479	0.041728122756139206	-0.0379306776067583	0.38678284532136076	0.42857142857142866	13
KO-143	0.04079048707192219	0.002751046949534071	0.05233361931279453	-0.04531156125429363	0.3671451942165098	0.42655441468227523	26
KU 0060648	0.05701983902204953	0.004792482244175467	0.06900811266611227	-0.46204727032182336	0.15353942952681768	0.14285714285714285	13
KU-0063794	0.15559855324708502	0.031477632822607335	0.17664136674277767	-4.561735695091521	0.103450549693118	0.04285714285714286	13
KU-55933	0.04369805815037764	0.003505562423015889	0.05889873963239349	0.21523535968478597	0.5405193998846605	0.5747252747252747	13
KU-60019	0.03627059684755619	0.002857774131113432	0.05318815060093246	-0.23987742426074826	0.39231511940722485	0.5406593406593407	13
KW-2449	0.07106321997431608	0.00795621002133414	0.08913632696134263	-0.056889794516973825	0.12341434016382831	0.1868131868131868	13
KX2-391	0.11070963544233028	0.021179209061597263	0.1449771034809893	0.10836738391838752	0.5537599939168604	0.5582417582417583	13
L-685458	0.07500166926809458	0.007345542754125257	0.08520185083499662	-1.5950972189506687	0.5513190528373106	0.45384615384615384	13
LAPATINIB	0.07911281624288191	0.00956375985989976	0.09769458513720616	-0.14392860146577072	0.3186056580473562	0.2571428571428572	13
LE-135	0.03300841054323857	0.0016506894394836447	0.03957492125700328	-1.6353385973322134	0.40299878027580815	0.34615384615384615	13
LENVATINIB	0.1076073001216592	0.017836103465697452	0.13278050105409672	-3.8195176805306823	0.053070803619192995	0.14175824175824175	13
LINIFANIB	0.07611754655314959	0.008425798348168975	0.09156946800664152	0.26521265995315446	0.5677964619426819	0.5505494505494505	13
LINSITINIB	0.0486577051939106	0.003660823666353339	0.06034259880498177	0.1932821246034652	0.5607144621859932	0.5230769230769232	13
LOMEGUATRIB	0.057818197325354356	0.00403053313295629	0.063328160049453	-0.5929710961527876	0.35879990421909314	0.45164835164835165	13
LOVASTATIN	0.10666233141590634	0.016075865302248173	0.12645231656541883	0.12545316327963857	0.4259044138921001	0.3032967032967033	13
LRRK2-IN-1	0.09018199313613084	0.015536694205590385	0.1245601390646534	-0.3331857714412393	-0.10310750694995963	0.09890109890109892	13
LY-2157299	0.043682707913403875	0.0026841139782290526	0.05146785642856906	-0.2668068197765878	0.20606780266141195	0.34505494505494505	13
LY-2183240	0.04267480829992661	0.003069796263163031	0.05489640578175793	0.12969816600235756	0.5980555023951372	0.5648351648351648	13
MANUMYCIN A	0.10637270913332939	0.015407489357154936	0.12387546000853769	-0.4154188499422844	0.2656931355868105	0.34725274725274724	13
MARINOPYRROLE A	0.09642864049588715	0.01440730803295292	0.11979852768539781	0.015413703965820091	0.33717394322300553	0.2967032967032967	13
MASITINIB	0.06882376267296057	0.0071030060830598474	0.08416954840468124	0.12056591886695586	0.3659734261852855	0.44835164835164837	13
MDIVI-1	0.05132509972146108	0.004113356200662279	0.06410897275518398	-0.11121437995750524	0.49434537495258857	0.5087912087912088	13
METHOTREXATE	0.07674354832360561	0.007840195613701365	0.08819592346557233	-9.804686574069006	-0.07440129525069861	-0.03296703296703296	13
MG-132	0.1703214967670441	0.038030083029146386	0.1940004968930006	-1.830994150316556	0.6293951667429618	0.42857142857142855	13
MGCD-265	0.0537854614470812	0.004372973599267775	0.06517903969874263	-0.5577508280298702	0.5705285169694108	0.5989010989010989	13
MI-2	0.16211710349559966	0.03819280536245825	0.19529285158250648	-0.016881961286952206	0.1883325661669534	0.2835164835164835	13
MIRA-1	0.0755152246145043	0.008521973795171348	0.09179499196886054	-1.5384663839409565	0.5234483024245311	0.5054945054945055	13
MITOMYCIN	0.10470554595393806	0.026957936758700552	0.16411280370940023	-0.4738926797328003	-0.18096019590787654	-0.16153846153846155	13
MK-0752	0.05184389766755104	0.004541495871141726	0.06720420992953616	0.04931896749394182	0.36788968381349746	0.3494505494505495	13
MK-1775	0.10101190411197222	0.018382672520787263	0.135354062972677	0.16857238013779244	0.5152105405276292	0.59010989010989	13
MK-2206	0.13199374470967512	0.02884605954129325	0.16976400196730954	-0.48620360166870513	0.04630962318981575	-0.15494505494505492	13
ML006	0.0372677768598208	0.002279399029681958	0.047674884719347596	-0.2831494357044975	0.47567258003127416	0.6285714285714287	13
ML029	0.031210596145758995	0.0015649978069382623	0.03908115550355652	-0.3554466312278878	0.6504771526765604	0.6395604395604396	13
ML031	0.03875580384792107	0.0022010200374155938	0.046829113303830106	-0.6536885677072175	0.2952558309683482	0.3505494505494505	13
ML083	0.030523877415429262	0.0016215321902434243	0.039830938940930996	-0.02401435994545651	0.5155820391474877	0.5164835164835164	13
ML162	0.2106176455807319	0.06569716954361594	0.25549711230717376	-0.04601094555865717	0.16315142803490315	0.16593406593406593	13
ML203	0.10148168501499984	0.01969132086180291	0.14028884501351113	-0.05485778061742639	0.34136329119175235	0.3604395604395604	13
MLN2238	0.17596860726136426	0.039156729848648944	0.19468025169597725	-2.575673135783168	0.5429566734049184	0.15604395604395604	13
MLN2480	0.0581724649240127	0.006280082776414358	0.07919538717237709	0.009605644326327867	0.5433153311827095	0.525468005793158	26
MLN4924	0.23179805213178853	0.0637174743727699	0.2521959118943246	0.07176689640349436	0.29256385214773073	0.32637362637362644	13
MOMELOTINIB	0.12751596731081377	0.0330602901631115	0.181784526601903	-0.2057160704895573	-0.3118682034612266	-0.21868131868131865	13
MST-312	0.06685390311244818	0.005905498703542953	0.0767917652874618	-0.5162590681322852	0.13646500795258237	0.13516483516483518	13
MYRICETIN	0.09185312796560434	0.01044820774792523	0.102211166988314	-5.296637980630098	0.49791861610105015	0.5626373626373626	13
MYRIOCIN	0.10808498423625212	0.027220564235526473	0.1648885036238223	-0.22999388445355762	-0.2705796095956763	-0.038461538461538464	13
N9-ISOPROPYLOLOMOUCINE	0.08980777166772255	0.010308726349409682	0.09993057399878956	-0.7921514911931912	0.2740507078129486	0.4406593406593407	13
NARCICLASINE	0.102534009414086	0.015689462221552153	0.1250065612779505	0.13336251519284503	0.5045473778785652	0.2879120879120879	13
NAVITOCLAX	0.05178307586019957	0.003964637961731153	0.06224446289999471	-0.5492970079747055	0.21425453590617102	0.23406593406593404	13
NECROSTATIN-1	0.055228840714568364	0.004165680084786194	0.06395496398297805	-2.605610582396752	0.4432918179732668	0.578021978021978	13
NECROSTATIN-7	0.0337135820491402	0.001681461223023119	0.04092192586658154	0.4497084398287459	0.7779596655160134	0.7381077167462395	26
NECROSULFONAMIDE	0.057840506835086535	0.004454165946363327	0.06652302702802017	0.32333406482341487	0.5892324981633699	0.5065934065934066	13
NELARABINE	0.049949977865122654	0.003679613602837307	0.06042419945280629	-3.423343595118813	0.04364159102161972	0.13076923076923078	13
NERATINIB	0.09242230041615376	0.01555043586215447	0.12427500556541751	-0.4411356566096698	-0.31316920056841413	-0.22857142857142856	13
NICLOSAMIDE	0.030600564604952883	0.001540278596745339	0.03898190439771787	-0.050294708467977546	0.4284212787608892	0.38461538461538464	13
NILOTINIB	0.04320637504716764	0.0034549191572015386	0.05868848025507253	0.2112595076603596	0.6974997629587589	0.7175824175824175	13
NINTEDANIB	0.05671727968463165	0.006555407423364998	0.08071316714068924	-1.6433203843614508	0.03473049020017198	0.1791208791208791	13
NSC 74859	0.03991474458909453	0.002471250034751234	0.04918778434354798	-0.09535830750246288	0.42873128324268794	0.48681318681318675	13
NSC19630	0.055561188011323495	0.005010688482962485	0.07055912025217358	0.1736353954825778	0.4567929705024959	0.4681318681318681	13
NSC23766	0.03679975559373782	0.0022278929186481176	0.04672105598070106	-0.09571456922745081	0.263617642008693	0.23956043956043954	13
NSC632839	0.15240375902416153	0.030134516264215195	0.17268644727388477	-3.1359286900306547	0.3913581491449631	0.34835164835164834	13
NSC95397	0.05847624547565901	0.005309492788784243	0.07272432719608421	0.37949085342831596	0.6578580265716212	0.5232751900564476	26
NUTLIN-3	0.039957663415505336	0.002647909145671474	0.051279117336166025	-0.6057814838143614	0.158481424709414	0.19010989010989013	13
NVP 231	0.089303568732269	0.024842682421601286	0.15756183980618038	0.01693429299427036	0.1877410579352113	0.4	13
NVP-ADW742	0.1337540081044417	0.02188226831693472	0.14775235889613797	-0.028223067649494206	0.2879990375567815	0.22417582417582413	13
NVP-BSK805	0.05390736720076157	0.004541204822274389	0.06707988928910144	0.035248148913969345	0.3104173791339638	0.2912087912087912	13
NVP-TAE684	0.04032396036778964	0.0025891243327202944	0.05078617129320874	0.4631316132678327	0.7053189077755695	0.7362637362637362	13
OBATOCLAX	0.25318456524408783	0.07764140577078202	0.2771711104779049	-0.7308627802739434	0.35907947747657587	0.34285714285714286	13
