Therapy	Sample	Response	Cancer types	Datasets	Alias
WP1130	PIM040	0.18357	BRCA	Powell et al.	WP1130
WP1130	PIM053	0.28405	BRCA	Powell et al.	WP1130
WP1130	PIM091	0.00059619	BRCA	Powell et al.	WP1130
WP1130	PIM262	0.27508	BRCA	Powell et al.	WP1130
WP1130	PIM068	0.21081999999999998	BRCA	Powell et al.	WP1130
WP1130	PIM163	0.2743	BRCA	Powell et al.	WP1130
WP1130	PIM010	0.12995	BRCA	Powell et al.	WP1130
WP1130	PIM025	0.29902	BRCA	Powell et al.	WP1130
WP1130	PIM164	0.25511999999999996	BRCA	Powell et al.	WP1130
FORETINIB	PIM242	0.12852	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM014	0.22113000000000002	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM137	0.080197	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM254	0.13332	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM040	0.20715999999999998	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM053	0.046826	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM091	-0.073789	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM262	0.30943000000000004	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM068	0.17474	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM163	0.19139	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM010	0.22913000000000003	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM025	0.086934	BRCA	Powell et al.	FORETINIB
FORETINIB	PIM164	0.31992	BRCA	Powell et al.	FORETINIB
SB-743921	PIM242	0.39949	BRCA	Powell et al.	SB-743921
SB-743921	PIM014	0.53357	BRCA	Powell et al.	SB-743921
SB-743921	PIM137	0.48515	BRCA	Powell et al.	SB-743921
SB-743921	PIM254	0.35481	BRCA	Powell et al.	SB-743921
SB-743921	PIM040	0.29395	BRCA	Powell et al.	SB-743921
SB-743921	PIM053	0.34459	BRCA	Powell et al.	SB-743921
SB-743921	PIM091	0.29249	BRCA	Powell et al.	SB-743921
SB-743921	PIM262	0.40402	BRCA	Powell et al.	SB-743921
SB-743921	PIM068	0.33366999999999997	BRCA	Powell et al.	SB-743921
SB-743921	PIM163	0.30762	BRCA	Powell et al.	SB-743921
SB-743921	PIM010	0.47686000000000006	BRCA	Powell et al.	SB-743921
SB-743921	PIM025	0.37409000000000003	BRCA	Powell et al.	SB-743921
SB-743921	PIM164	0.49157	BRCA	Powell et al.	SB-743921
KU-55933	PIM242	-0.07245399999999999	BRCA	Powell et al.	KU-55933
KU-55933	PIM014	0.042812	BRCA	Powell et al.	KU-55933
KU-55933	PIM137	0.11957999999999999	BRCA	Powell et al.	KU-55933
KU-55933	PIM254	-0.033902999999999996	BRCA	Powell et al.	KU-55933
KU-55933	PIM040	0.16685999999999998	BRCA	Powell et al.	KU-55933
KU-55933	PIM053	-0.046178	BRCA	Powell et al.	KU-55933
KU-55933	PIM091	-0.038419999999999996	BRCA	Powell et al.	KU-55933
KU-55933	PIM262	0.008896	BRCA	Powell et al.	KU-55933
KU-55933	PIM068	0.015059999999999999	BRCA	Powell et al.	KU-55933
KU-55933	PIM163	-0.017016999999999997	BRCA	Powell et al.	KU-55933
KU-55933	PIM010	0.020193	BRCA	Powell et al.	KU-55933
KU-55933	PIM025	0.08835	BRCA	Powell et al.	KU-55933
KU-55933	PIM164	0.047629000000000005	BRCA	Powell et al.	KU-55933
CAL-101	PIM242	-0.0086838	BRCA	Powell et al.	CAL-101
CAL-101	PIM014	0.022059	BRCA	Powell et al.	CAL-101
CAL-101	PIM137	0.13235999999999998	BRCA	Powell et al.	CAL-101
CAL-101	PIM254	0.028872000000000002	BRCA	Powell et al.	CAL-101
CAL-101	PIM040	0.10947	BRCA	Powell et al.	CAL-101
CAL-101	PIM053	-0.046394	BRCA	Powell et al.	CAL-101
CAL-101	PIM091	0.093904	BRCA	Powell et al.	CAL-101
CAL-101	PIM262	0.097735	BRCA	Powell et al.	CAL-101
CAL-101	PIM068	-0.0076196	BRCA	Powell et al.	CAL-101
CAL-101	PIM163	-0.0034247	BRCA	Powell et al.	CAL-101
CAL-101	PIM010	0.038891	BRCA	Powell et al.	CAL-101
CAL-101	PIM025	0.18559	BRCA	Powell et al.	CAL-101
CAL-101	PIM164	0.006144600000000001	BRCA	Powell et al.	CAL-101
BI-2536	PIM242	0.34672	BRCA	Powell et al.	BI-2536
BI-2536	PIM014	0.18403	BRCA	Powell et al.	BI-2536
BI-2536	PIM137	0.32016999999999995	BRCA	Powell et al.	BI-2536
BI-2536	PIM254	-0.18131	BRCA	Powell et al.	BI-2536
BI-2536	PIM040	0.27265	BRCA	Powell et al.	BI-2536
BI-2536	PIM053	0.16589	BRCA	Powell et al.	BI-2536
BI-2536	PIM091	0.21356999999999998	BRCA	Powell et al.	BI-2536
BI-2536	PIM262	-0.16714	BRCA	Powell et al.	BI-2536
BI-2536	PIM068	0.4686	BRCA	Powell et al.	BI-2536
BI-2536	PIM163	0.35343	BRCA	Powell et al.	BI-2536
BI-2536	PIM010	0.1392	BRCA	Powell et al.	BI-2536
BI-2536	PIM025	0.14783	BRCA	Powell et al.	BI-2536
BI-2536	PIM164	0.30691999999999997	BRCA	Powell et al.	BI-2536
SILMITASERTIB	PIM242	-0.11175	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM014	-0.012489	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM137	0.036294	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM254	-0.04759	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM040	0.10041	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM053	-0.07074	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM091	-0.055364	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM262	-0.092997	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM068	-0.042651999999999995	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM163	-0.021717	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM010	0.02982	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM025	0.015745	BRCA	Powell et al.	SILMITASERTIB
SILMITASERTIB	PIM164	0.0028954999999999996	BRCA	Powell et al.	SILMITASERTIB
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM242	-0.062223	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM014	-0.022829	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM137	-0.039965	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM254	-0.08084	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM040	0.012364	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM053	-0.044064	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM091	-0.033429	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM262	-0.050858	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM068	-0.093962	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM163	-0.022188999999999997	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM010	-0.0099086	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM025	0.012409	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
EPIGALLOCATECHIN-3-MONOGALLATE[(-)-EPIGALLOCATECHIN GALLATE]	PIM164	-0.021518000000000002	BRCA	Powell et al.	EPIGALLOCATECHIN GALLATE
MLN4924	PIM242	-0.23038000000000003	BRCA	Powell et al.	MLN4924
MLN4924	PIM014	0.44753999999999994	BRCA	Powell et al.	MLN4924
MLN4924	PIM137	0.43276000000000003	BRCA	Powell et al.	MLN4924
MLN4924	PIM254	-0.13501	BRCA	Powell et al.	MLN4924
MLN4924	PIM040	-0.015790000000000002	BRCA	Powell et al.	MLN4924
MLN4924	PIM053	-0.0021920000000000004	BRCA	Powell et al.	MLN4924
MLN4924	PIM091	0.0088039	BRCA	Powell et al.	MLN4924
MLN4924	PIM262	0.032239	BRCA	Powell et al.	MLN4924
MLN4924	PIM068	0.38928	BRCA	Powell et al.	MLN4924
MLN4924	PIM163	0.58332	BRCA	Powell et al.	MLN4924
MLN4924	PIM010	0.51915	BRCA	Powell et al.	MLN4924
MLN4924	PIM025	0.32784	BRCA	Powell et al.	MLN4924
MLN4924	PIM164	0.3659	BRCA	Powell et al.	MLN4924
LOVASTATIN	PIM242	0.12473	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM014	0.26573	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM137	0.45874	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM254	0.15454	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM040	0.13488	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM053	0.07189	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM091	0.005816300000000001	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM262	0.40567	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM068	0.015271999999999999	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM163	0.09652000000000001	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM010	0.17152	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM025	0.053738	BRCA	Powell et al.	LOVASTATIN
LOVASTATIN	PIM164	0.067446	BRCA	Powell et al.	LOVASTATIN
ISOX	PIM242	0.40958	BRCA	Powell et al.	ISOX
ISOX	PIM014	0.046644	BRCA	Powell et al.	ISOX
ISOX	PIM137	0.51558	BRCA	Powell et al.	ISOX
ISOX	PIM254	0.22489	BRCA	Powell et al.	ISOX
ISOX	PIM040	0.54284	BRCA	Powell et al.	ISOX
ISOX	PIM053	0.31153000000000003	BRCA	Powell et al.	ISOX
ISOX	PIM091	0.15833	BRCA	Powell et al.	ISOX
ISOX	PIM262	0.12679	BRCA	Powell et al.	ISOX
ISOX	PIM068	0.47173000000000004	BRCA	Powell et al.	ISOX
ISOX	PIM163	0.59129	BRCA	Powell et al.	ISOX
ISOX	PIM010	0.40523000000000003	BRCA	Powell et al.	ISOX
ISOX	PIM025	0.19363	BRCA	Powell et al.	ISOX
ISOX	PIM164	0.4952	BRCA	Powell et al.	ISOX
DOXORUBICIN	PIM242	0.67782	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM014	0.57598	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM137	0.5109199999999999	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM254	0.29602	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM040	0.5907899999999999	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM053	0.3322	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM091	0.22107	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM262	0.24868	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM068	0.42332	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM163	0.32731	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM010	0.51217	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM025	0.5241600000000001	BRCA	Powell et al.	DOXORUBICIN
DOXORUBICIN	PIM164	0.38647	BRCA	Powell et al.	DOXORUBICIN
ML203	PIM242	0.2371	BRCA	Powell et al.	ML203
ML203	PIM014	0.19055	BRCA	Powell et al.	ML203
ML203	PIM137	0.41691999999999996	BRCA	Powell et al.	ML203
ML203	PIM254	0.11049	BRCA	Powell et al.	ML203
ML203	PIM040	0.082439	BRCA	Powell et al.	ML203
ML203	PIM053	0.012877000000000001	BRCA	Powell et al.	ML203
ML203	PIM091	-0.014318	BRCA	Powell et al.	ML203
ML203	PIM262	0.44433999999999996	BRCA	Powell et al.	ML203
ML203	PIM068	0.073529	BRCA	Powell et al.	ML203
ML203	PIM163	0.25240999999999997	BRCA	Powell et al.	ML203
ML203	PIM010	0.09346900000000001	BRCA	Powell et al.	ML203
ML203	PIM025	0.09373200000000001	BRCA	Powell et al.	ML203
ML203	PIM164	0.099834	BRCA	Powell et al.	ML203
MLN 2480	PIM242	-0.14708	BRCA	Powell et al.	MLN2480
MLN 2480	PIM014	0.0080169	BRCA	Powell et al.	MLN2480
MLN 2480	PIM137	0.11425	BRCA	Powell et al.	MLN2480
MLN 2480	PIM254	-0.057258	BRCA	Powell et al.	MLN2480
MLN 2480	PIM040	-0.0094708	BRCA	Powell et al.	MLN2480
MLN 2480	PIM053	-0.038627999999999996	BRCA	Powell et al.	MLN2480
MLN 2480	PIM091	-0.046855	BRCA	Powell et al.	MLN2480
MLN 2480	PIM262	0.1322	BRCA	Powell et al.	MLN2480
MLN 2480	PIM068	-0.051772000000000006	BRCA	Powell et al.	MLN2480
MLN 2480	PIM163	-0.053739	BRCA	Powell et al.	MLN2480
MLN 2480	PIM010	0.03013	BRCA	Powell et al.	MLN2480
MLN 2480	PIM025	0.0015107	BRCA	Powell et al.	MLN2480
MLN 2480	PIM164	0.10450999999999999	BRCA	Powell et al.	MLN2480
CUCURBITACIN I	PIM242	0.35724	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM014	0.9084899999999999	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM137	0.7115100000000001	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM254	0.60887	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM040	0.33075	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM053	0.38413	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM091	0.026676	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM262	0.90469	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM068	0.55808	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM163	0.91335	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM010	0.70496	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM025	0.43343000000000004	BRCA	Powell et al.	CUCURBITACIN I
CUCURBITACIN I	PIM164	0.51359	BRCA	Powell et al.	CUCURBITACIN I
AZD4547	PIM242	0.038406	BRCA	Powell et al.	AZD4547
AZD4547	PIM014	0.011935	BRCA	Powell et al.	AZD4547
AZD4547	PIM137	0.09706000000000001	BRCA	Powell et al.	AZD4547
AZD4547	PIM254	0.077387	BRCA	Powell et al.	AZD4547
AZD4547	PIM040	0.13738	BRCA	Powell et al.	AZD4547
AZD4547	PIM053	0.0099513	BRCA	Powell et al.	AZD4547
AZD4547	PIM091	-0.054405999999999996	BRCA	Powell et al.	AZD4547
AZD4547	PIM262	0.092547	BRCA	Powell et al.	AZD4547
AZD4547	PIM068	0.024159	BRCA	Powell et al.	AZD4547
AZD4547	PIM163	0.043255	BRCA	Powell et al.	AZD4547
AZD4547	PIM010	0.13493	BRCA	Powell et al.	AZD4547
AZD4547	PIM025	0.078173	BRCA	Powell et al.	AZD4547
AZD4547	PIM164	0.33155	BRCA	Powell et al.	AZD4547
TIPIFARNIB (S ENANTIOMER)	PIM242	-0.071408	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM014	0.043438	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM137	0.11545	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM254	0.0025173	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM040	0.048770999999999995	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM053	0.076573	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM091	0.011564	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM262	0.1389	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM068	0.17777	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM163	0.099459	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM010	0.078154	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM025	0.042269	BRCA	Powell et al.	TIPIFARNIB
TIPIFARNIB (S ENANTIOMER)	PIM164	0.080992	BRCA	Powell et al.	TIPIFARNIB
RIGOSERTIB	PIM242	0.28171	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM014	0.36379	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM137	0.43349	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM254	0.13008	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM040	0.21085	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM053	0.1492	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM091	-0.062692	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM262	0.27718000000000004	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM068	0.48943000000000003	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM163	0.69501	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM010	0.35194000000000003	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM025	0.09310700000000001	BRCA	Powell et al.	RIGOSERTIB
RIGOSERTIB	PIM164	0.31239	BRCA	Powell et al.	RIGOSERTIB
SALERMIDE	PIM242	-0.11299000000000001	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM014	0.020171	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM137	0.006621300000000001	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM254	-0.052486	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM040	0.045265	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM053	-0.049796	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM091	-0.079053	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM262	-0.028231	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM068	-0.081255	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM163	0.007217399999999999	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM010	-0.046599	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM025	-0.08002999999999999	BRCA	Powell et al.	SALERMIDE
SALERMIDE	PIM164	0.028161000000000002	BRCA	Powell et al.	SALERMIDE
TAMOXIFEN	PIM242	-0.010334999999999999	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM014	0.1086	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM137	0.2341	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM254	0.035747	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM040	0.025001	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM053	-0.033171	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM091	-0.020527	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM262	0.47363	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM068	0.00041409	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM163	0.056259	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM010	0.031635	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM025	-0.004107899999999999	BRCA	Powell et al.	TAMOXIFEN
TAMOXIFEN	PIM164	0.09197899999999999	BRCA	Powell et al.	TAMOXIFEN
RG-108	PIM242	-0.1149	BRCA	Powell et al.	RG-108
RG-108	PIM014	0.022054	BRCA	Powell et al.	RG-108
RG-108	PIM137	0.062405999999999996	BRCA	Powell et al.	RG-108
RG-108	PIM254	-0.044501	BRCA	Powell et al.	RG-108
RG-108	PIM040	0.047514999999999995	BRCA	Powell et al.	RG-108
RG-108	PIM053	-0.06704500000000001	BRCA	Powell et al.	RG-108
RG-108	PIM091	-0.049625999999999997	BRCA	Powell et al.	RG-108
RG-108	PIM262	-0.11347	BRCA	Powell et al.	RG-108
RG-108	PIM068	-0.10082	BRCA	Powell et al.	RG-108
RG-108	PIM163	0.0034650999999999996	BRCA	Powell et al.	RG-108
RG-108	PIM010	-0.013858	BRCA	Powell et al.	RG-108
RG-108	PIM025	-0.050449	BRCA	Powell et al.	RG-108
RG-108	PIM164	0.01323	BRCA	Powell et al.	RG-108
NVP-BSK805	PIM242	0.031962	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM014	0.025240000000000002	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM137	0.11785	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM254	0.040644	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM040	0.036552	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM053	-0.019584999999999998	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM091	-0.04916	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM262	0.22036	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM068	-0.022917	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM163	0.03293	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM010	0.10595999999999998	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM025	-0.007808	BRCA	Powell et al.	NVP-BSK805
NVP-BSK805	PIM164	0.026271	BRCA	Powell et al.	NVP-BSK805
TENIPOSIDE	PIM242	0.28951	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM014	0.22116999999999998	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM137	0.19785	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM254	0.16251	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM040	0.034426	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM053	-0.037363	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM091	0.03038	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM262	-0.06990700000000001	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM068	0.047695	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM163	0.10277	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM010	0.29084	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM025	0.20254	BRCA	Powell et al.	TENIPOSIDE
TENIPOSIDE	PIM164	0.35412	BRCA	Powell et al.	TENIPOSIDE
MI-2	PIM242	-0.026563999999999997	BRCA	Powell et al.	MI-2
MI-2	PIM014	0.32536	BRCA	Powell et al.	MI-2
MI-2	PIM137	0.45592	BRCA	Powell et al.	MI-2
MI-2	PIM254	0.053070000000000006	BRCA	Powell et al.	MI-2
MI-2	PIM040	0.092527	BRCA	Powell et al.	MI-2
MI-2	PIM053	-0.047582	BRCA	Powell et al.	MI-2
MI-2	PIM091	0.034118	BRCA	Powell et al.	MI-2
MI-2	PIM262	0.5927100000000001	BRCA	Powell et al.	MI-2
MI-2	PIM068	-0.058562	BRCA	Powell et al.	MI-2
MI-2	PIM163	0.059013	BRCA	Powell et al.	MI-2
MI-2	PIM010	0.15988	BRCA	Powell et al.	MI-2
MI-2	PIM025	0.026945	BRCA	Powell et al.	MI-2
MI-2	PIM164	0.057922	BRCA	Powell et al.	MI-2
PEVONEDISTAT	PIM242	-0.25067	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM014	0.43146	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM137	0.44118	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM254	-0.13679000000000002	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM040	-0.043998	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM053	0.046825	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM091	0.041155000000000004	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM262	0.00051889	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM068	0.42678999999999995	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM163	0.58599	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM010	0.52798	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM025	0.31132	BRCA	Powell et al.	PEVONEDISTAT
PEVONEDISTAT	PIM164	0.36574	BRCA	Powell et al.	PEVONEDISTAT
SGX-523	PIM242	-0.09049299999999999	BRCA	Powell et al.	SGX-523
SGX-523	PIM014	0.055292999999999995	BRCA	Powell et al.	SGX-523
SGX-523	PIM137	0.074672	BRCA	Powell et al.	SGX-523
SGX-523	PIM254	0.026733999999999997	BRCA	Powell et al.	SGX-523
SGX-523	PIM040	0.061364	BRCA	Powell et al.	SGX-523
SGX-523	PIM053	0.020191	BRCA	Powell et al.	SGX-523
SGX-523	PIM091	-0.0053545	BRCA	Powell et al.	SGX-523
SGX-523	PIM262	-0.0049932	BRCA	Powell et al.	SGX-523
SGX-523	PIM068	-0.042321	BRCA	Powell et al.	SGX-523
SGX-523	PIM163	0.058159	BRCA	Powell et al.	SGX-523
SGX-523	PIM010	0.034822000000000006	BRCA	Powell et al.	SGX-523
SGX-523	PIM025	0.035113	BRCA	Powell et al.	SGX-523
SGX-523	PIM164	0.063583	BRCA	Powell et al.	SGX-523
BARDOXOLONE METHYL	PIM242	-0.12778	BRCA	Powell et al.	BARDOXOLONE METHYL
BARDOXOLONE METHYL	PIM014	0.29652	BRCA	Powell et al.	BARDOXOLONE METHYL
BARDOXOLONE METHYL	PIM137	0.27138	BRCA	Powell et al.	BARDOXOLONE METHYL
BARDOXOLONE METHYL	PIM254	0.1996	BRCA	Powell et al.	BARDOXOLONE METHYL
BARDOXOLONE METHYL	PIM040	0.28408	BRCA	Powell et al.	BARDOXOLONE METHYL
BARDOXOLONE METHYL	PIM053	0.34992	BRCA	Powell et al.	BARDOXOLONE METHYL
